Senats-id,lblKitaname,lblEinrichtungsart,lblTraegerName,lblTraegerart,lblStrasse,lblOrt,HLinkEMail,HLinkWeb,lblOeffnungMontag,lblOeffnungDienstag,lblOeffnungMittwoch,lblOeffnungDonnerstag,lblOeffnungFreitag,lblPaedSchwerpunkte,lblMehrsprachigkeit,lblThemSchwerpunkte,lblBesondereAngebote,GridViewPlatzstrukturen_angeboten,GridViewPlatzstrukturen_frühestes Aufnahmealter in Monaten,GridViewPlatzstrukturen_unter 3 Jahre,GridViewPlatzstrukturen_über 3 Jahre,PLZ,Ort,Stadtteil,lat,lon,address_zum_vergleich_nochmal
694,"Kita Riesestraße ""Il Cuccioli""",Kita,Kindertagesstätten SüdOst Eigenbetreib von Berlin,(Eigenbetrieb),Riesestr. 2 -4,12347 Berlin (Neukölln),kita-riesestrasse@kitaso.berlin.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,,,179,2,47,132,12347,Berlin,Neukölln,52.4531298,13.4448583,"Riesestraße, Britz, Neukölln, Berlin, 12347, Deutschland"
695,Ev. Kita/Kirchenkreis Neukölln,Kita,Ev. Kirchenkreis Neukölln,(Diakonisches Werk),Fuldastr. 48 ,12045 Berlin (Neukölln),kita@martin-luther-neukoelln.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,,49,12,15,34,12045,Berlin,Neukölln,52.48461645,13.4363616661,"KitaMatin-Luther-Kirche, 48, Fuldastraße, Donaukiez, Neukölln, Berlin, 12045, Deutschland"
696,EKT - Cocorico et Co,Eltern-Initiativ-Kita,COCORICO et Co. e. V.,(EKT),Kluckstr. 29 ,10785 Berlin (Mitte),,,,,,,,,,,deutsch - französisch,19,0,0,19,10785,Berlin,Mitte,52.5026726,13.3614507,"29, Kluckstraße, Tiergarten, Mitte, Berlin, 10785, Deutschland"
697,Kita Veteranenstr. 10/Kigä City,Kita,Kindergärten City,(Eigenbetrieb),Veteranenstr. 10 ,10119 Berlin (Mitte),Kita.Veteranenstr10@ba-fk.berlin.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik",,120,2,45,75,10119,Berlin,Mitte,52.5330825,13.4016072,"Hotel Malzcafe, 10, Veteranenstraße, Scheunenviertel, Mitte, Berlin, 10119, Deutschland"
698,Kita des Deutschen Bundestages,Kita,Deutscher Bundestag,(Betriebskita),Otto-von-Bismarck-Allee 2 ,10557 Berlin (Mitte),,,,,,,,,,,, ,0,0, ,10557,Berlin,Mitte,52.5211708,13.3751647,"2, Otto-von-Bismarck-Allee, Tiergarten, Mitte, Berlin, 10557, Deutschland"
699,Kita Osloer Str. 105D/Kigä City,Kita,Kindergärten City,(Eigenbetrieb),Osloer Str. 105D ,13359 Berlin (Mitte),Kita.Osloerstr105@ba-fk.berlin.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,,90,12,20,70,13359,Berlin,Mitte,52.5547984,13.3811029,"105D, Osloer Straße, Gesundbrunnen, Mitte, Berlin, 13359, Deutschland"
700,Kita Der Kinder-Garten in der Schwedenstraße,Kita,Jugend- und Sozialwerk gGmbH,(Sonstiger freier Träger),Schwedenstr. 9A ,13359 Berlin (Mitte),schwedenstrasse-bln@jus-or.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,"Integration von Kindern mit Behinderung, Interkulturelle Pädagogik",,90,0,35,55,13359,Berlin,Mitte,52.5578624,13.3716949,"9A, Schwedenstraße, Gesundbrunnen, Mitte, Berlin, 13359, Deutschland"
701,Kita Erich-Weinert-Str. 33/Kigä NordOst,Kita,Kindergärten NordOst,(Eigenbetrieb),Erich-Weinert-Str. 33 ,10439 Berlin (Pankow),kindergarten.erich-weinert-strasse@kigaeno.de,,Mo 06:30-17:30,Di 06:30-17:30,Mi 06:30-17:30,Do 06:30-17:30,Fr 06:30-17:30,,,,,48,0,45,3,10439,Berlin,Pankow,52.551166,13.419207,"33, Erich-Weinert-Straße, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland"
705,"Kita Richard-Sorge-Str. 43 und 44
Haus Buddelflink und Gänseblümchen",Kita,BIK e.V. Berliner Institut für Kleinkindpädagogik und familienbegleitende Kinderbetreuung,(Sonstiger freier Träger),Richard-Sorge-Str. 44 ,10249 Berlin (Friedrichshain-Kreuzberg),kita-richard-sorge-strasse@bik-ev.de,,Mo 06:30-17:00,Di 06:30-17:00,Mi 06:30-17:00,Do 06:30-17:00,Fr 06:30-17:00,,,"Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung",,143,6,55,88,10249,Berlin,Friedrichshain-Kreuzberg,52.5243342,13.4452725,"Städt. Kita Richard-Sorge-Straße 44, 44, Richard-Sorge-Straße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10249, Deutschland"
708,Kita Spandauer Str. 84/Kitas Nordwest,Kita,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Spandauer Str. 84 ,13591 Berlin (Spandau),spandauerstr@kita-nordwest.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,Situationsansatz,,"Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung",,128,12,30,98,13591,Berlin,Spandau,52.5358957,13.1541155,"84, Spandauer Straße, Staaken, Spandau, Berlin, 13591, Deutschland"
709,Kita Kneipp-Verein,Kita,Kneipp-Verein Berlin e.V.,(Sonstiger freier Träger),Brunsbütteler Damm 409 ,13591 Berlin (Spandau),,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,110,0,50,60,13591,Berlin,Spandau,52.5339029,13.1364319,"409, Brunsbütteler Damm, Staaken, Spandau, Berlin, 13591, Deutschland"
710,Kita Sponholzstraße,Kita,Nachbarschaftsheim Schöneberg e.V.,(Sonstiger freier Träger),Sponholzstr. 15 ,12159 Berlin (Tempelhof-Schöneberg),kita-sponholz@nbhs.de,www.kita-sponholz.nbhs.de,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,Situationsansatz,,Körper und Bewegung,,45,24,2,43,12159,Berlin,Tempelhof-Schöneberg,52.472535,13.3406404,"Städt. Kita Kleine Kita Sponholzstraße, 15, Sponholzstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12159, Deutschland"
711,Kita der Kath. Kirchengem. St. Marien,Kita,Kath. Kirchengemeinde St. Marien,(Deutscher Caritasverband),Klemkestr. 3 ,13409 Berlin (Reinickendorf),kita-st.marien-reinickendorf@t-online.de,www.kita-stmarien-reinickendorf.de,Mo 07:00-16:30,Di 07:00-16:30,Mi 07:00-16:30,Do 07:00-16:30,Fr 07:00-16:00,,,,,75,12,20,55,13409,Berlin,Reinickendorf,52.5743873,13.3599872,"3, Klemkestraße, Reinickendorf, Berlin, 13409, Deutschland"
714,Kita Haus Salem/Kitas Süd-West,Kita,Kindertagesstätten Berlin Süd-West,(Eigenbetrieb),Hohenzollernstr. 15 ,12307 Berlin (Tempelhof-Schöneberg),kita-hohenzollernstr@kitasw-berlin.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-16:00,,,,,116,12,35,81,12307,Berlin,Tempelhof-Schöneberg,52.4321828,13.2526657158,"15, Hohenzollernstraße, Zehlendorf, Steglitz-Zehlendorf, Berlin, 14163, Deutschland"
717,EKT Zappzarapp,Eltern-Initiativ-Kita,EIKITA ZAPPZARAPP - Eltern-Initiativ-Kitae.V.,(EKT),Ebersstr. 12 ,10827 Berlin (Tempelhof-Schöneberg),,,Mo 08:15-15:30,Di 08:15-15:30,Mi 08:15-15:30,Do 08:15-15:30,Fr 08:15-15:30,,,,,14,12,0,14,10827,Berlin,Tempelhof-Schöneberg,52.4831416,13.3558827,"12, Ebersstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10827, Deutschland"
718,Kita Moppi/Kitas SüdOst,Kita,Kindertagesstätten SüdOst Eigenbetreib von Berlin,(Eigenbetrieb),Friedrichshagener Str. 5 ,12555 Berlin (Treptow-Köpenick),kita-friedrichshagenerstrasse@kitaso.berlin.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,90,2,45,45,12555,Berlin,Treptow-Köpenick,52.4521615,13.5789187,"5, Friedrichshagener Straße, Köpenick, Treptow-Köpenick, Berlin, 12555, Deutschland"
720,Kita Krümelkiste,Kita,Bürgerhaus e.V.,(Sonstiger freier Träger),Pfannschmidtstr. 2 ,13125 Berlin (Pankow),kruemelkiste@buergerhaus-ev.de,www.buergerhaus-ev.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,"Ansatz von Emmi Pikler, Situationsansatz",,Integration von Kindern mit Behinderung,9 Plätze,110,2,45,65,13125,Berlin,Pankow,52.624267,13.4816172,"2, Pfannschmidtstraße, Karow, Pankow, Berlin, 13125, Deutschland"
722,Kita Murmelstein,Kita,Jugendwerk Aufbau Ost JAO gGmbH,(Sonstiger freier Träger),Schweizer Tal 18 ,13127 Berlin (Pankow),kita-murmelstein@jao-berlin.de,www.jao-berlin.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,14 Plätze,110,12,30,80,13127,Berlin,Pankow,52.6051632,13.4255598,"18, Schweizer Tal, Französisch Buchholz, Pankow, Berlin, 13127, Deutschland"
723,EKT - Karamell,Eltern-Initiativ-Kita,Kita Karamell e. V.,(EKT),Gierkezeile 42 ,10585 Berlin (Charlottenburg-Wilmersdorf),Mamo14@freenet.de,,,,,,,Situationsansatz,,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Körper und Bewegung, Natur- und Umweltpädagogik",,23,30,5,18,10585,Berlin,Charlottenburg-Wilmersdorf,52.5178286,13.3024825,"42, Gierkezeile, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10585, Deutschland"
724,Kita der Ev. Kreuz-Gemeinde Schmargendorf,Kita,Leben mit Kindern gGmbH,(Sonstiger freier Träger),Elgersburger Str. 2 ,14193 Berlin (Charlottenburg-Wilmersdorf),kreuz@lemiki.de,www.lemiki.de,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-16:00,"Ansatz von Emmi Pikler, Situationsansatz",,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Körper und Bewegung, Natur- und Umweltpädagogik, Religionspädagogik",,68,11,20,48,14193,Berlin,Charlottenburg-Wilmersdorf,52.4829251,13.2882314,"Kita der Ev. Kreuz-Gemeinde Schmargendorf, 2, Elgersburger Straße, Schmargendorf, Charlottenburg-Wilmersdorf, Berlin, 14193, Deutschland"
725,"Kita der GFJ - gem.Gesellschaft 
für Familien- und Jugendhilfe",Kita,GFJ - gemeinnützige Gesellschaft für Familien- und Jugendhilfe mbH,(Sonstiger freier Träger),Habersaathstr. 13 ,10115 Berlin (Mitte),,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,Situationsansatz,,,,150,0,0,150,10115,Berlin,Mitte,52.53123115,13.3749787575,"Kita Kinderakademie, 13, Habersaathstraße, Mitte, Berlin, 10115, Deutschland"
726,AWO Kita Schmetterling,Kita,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,(Arbeiterwohlfahrt),Turmstr. 71 ,10551 Berlin (Mitte),schmetterling@awo-mitte.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-16:00,Situationsansatz,,"Ästhetische Bildung (Musik und Kunst), Gesundheit, Integration von Kindern mit Behinderung, Interkulturelle Pädagogik, Körper und Bewegung",,50,12,20,30,10551,Berlin,Mitte,52.5268476,13.332332,"Club Tiergarten, 71, Turmstraße, Moabit, Mitte, Berlin, 10551, Deutschland"
727,EKT Flocke,Eltern-Initiativ-Kita,Elterninitiativ-Kindertagesstätten (EKT) Verein Flocke e.V.,(EKT),Bochumer Str. 11 ,10555 Berlin (Mitte),info@ekt-flocke.de,,Mo 07:45-16:45,Di 07:45-16:45,Mi 07:45-16:45,Do 07:45-16:45,Fr 07:45-16:45,,,,,25,24,3,22,10555,Berlin,Mitte,52.5219363,13.338228,"11, Bochumer Straße, Moabit, Mitte, Berlin, 10555, Deutschland"
728,EKT - Pädagogisches Zentrum Bissingzeile,Eltern-Initiativ-Kita,Pädagogisches Zentrum Bissingzeile e.V.,(EKT),Bissingzeile 5 ,10785 Berlin (Mitte),,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,27,0,0,27,10785,Berlin,Mitte,52.5043136,13.3680262,"EKT - Pädagogisches Zentrum Bissingzeile e.V., 5, Bissingzeile, Tiergarten, Mitte, Berlin, 10785, Deutschland"
730,Kitader Caritas St. Robert,Kita,Caritas Familien- und Jugendhilfe gGmbH,(Deutscher Caritasverband),Hochstädter Str. 14 ,13347 Berlin (Mitte),st.robert@cfj-caritas-berlin.de,,Mo 07:30-17:00,Di 07:30-17:00,Mi 07:30-17:00,Do 07:30-17:00,Fr 07:30-17:00,Reggio-Pädagogik,,,,65,12,15,50,13347,Berlin,Mitte,52.5508868,13.3644593,"14, Hochstädter Straße, Leopoldkiez, Wedding, Mitte, Berlin, 13347, Deutschland"
731,EKT Tausendfüßler,Eltern-Initiativ-Kita,EIKITA Tausendfüßler e. V.,(EKT),Amsterdamer Str. 12 ,13347 Berlin (Mitte),kontakt@ekt-tausendfuessler.de,www.ekt-tausendfuessler.de,Mo 08:00-16:00,Di 08:00-16:00,Mi 08:00-16:00,Do 08:00-16:00,Fr 08:00-16:00,Situationsansatz,,,,18,0,0,18,13347,Berlin,Mitte,52.5513379,13.3572357,"12, Amsterdamer Straße, Leopoldkiez, Wedding, Mitte, Berlin, 13347, Deutschland"
732,Groni-Weddinger Kinder- u.Jugendzentrum - Malplaquet 37,Eltern-Initiativ-Kita,Weddinger Kinder- und Jugendzentrum e.V.,(EKT),Malplaquetstr. 37 ,13347 Berlin (Mitte),gronikinder@hotmail.com,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,16,36,0,16,13347,Berlin,Mitte,52.5501404,13.3603323,"37, Malplaquetstraße, Leopoldkiez, Wedding, Mitte, Berlin, 13347, Deutschland"
733,"EKT - ""Eisbär""",Eltern-Initiativ-Kita,"Verein zur Förderung 
integrativer Erziehung e. V.",(EKT),Sparrstr. 20 ,13353 Berlin (Mitte),ekt-pustebaer@web.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,Situationsansatz,,Integration von Kindern mit Behinderung,,15,12,5,10,13353,Berlin,Mitte,52.5422955,13.35947,"20, Sparrstraße, Sprengelkiez, Wedding, Mitte, Berlin, 13353, Deutschland"
734,Kita der Ev. Kirchengem. Bartholomäus,Kita,Ev. Kirchengemeinde Bartholomäus,(Diakonisches Werk),Friedenstr. 1 ,10249 Berlin (Friedrichshain-Kreuzberg),kita-bartholomaeus@alice-dsl.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,30,0,0,30,10249,Berlin,Friedrichshain-Kreuzberg,52.5273459,13.4244153711,"St. Bartholomäuskirche, 1, Friedenstraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10249, Deutschland"
735,Ev. Kita Samariter,Kita,"Ev. Kirchenkreisverband 
für Kindertageseinrichtungen Berlin Mitte-Nord
",(Sonstiger freier Träger),Samariterstr. 27 ,10247 Berlin (Friedrichshain-Kreuzberg),Samariter-kita@evkvbmn.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,31,0,0,31,10247,Berlin,Friedrichshain-Kreuzberg,52.5186664,13.4660175,"27, Samariterstraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10247, Deutschland"
736,Kita Colbestr.9 - 13,Kita,oXxymoron GmbH,(Sonstiger freier Träger),Colbestr. 9 ,10247 Berlin (Friedrichshain-Kreuzberg),colbe@oxxymoron.de,,Mo 07:45-17:00,Di 07:45-17:00,Mi 07:45-17:00,Do 07:45-17:00,Fr 07:45-17:00,,,,,70,0,15,55,10247,Berlin,Friedrichshain-Kreuzberg,52.5137202,13.464491,"9, Colbestraße, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10247, Deutschland"
737,EKT Minifee,Eltern-Initiativ-Kita,Minifee e. V.,(EKT),Dieffenbachstr. 76 77,10967 Berlin (Friedrichshain-Kreuzberg),,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,,,21,0,4,17,10967,Berlin,Friedrichshain-Kreuzberg,52.4924336,13.4173124,"Dieffenbachstraße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10967, Deutschland"
738,EKT Räuberhöhle,Eltern-Initiativ-Kita,EKT Räuberhöhle e.V.,(EKT),Planufer 92 ,10967 Berlin (Friedrichshain-Kreuzberg),reuberhoehle@web.de,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,Situationsansatz,,,,18,0,0,18,10967,Berlin,Friedrichshain-Kreuzberg,52.4951399,13.417022,"EKT - Räuberhöhle e.V., 92, Planufer, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10967, Deutschland"
739,EKT - Neumond,Kita,"Frauenverein ""Cemiyet-i Nisa"" Verein zur Förderung der Familie und Jugend e.V.",(Sonstiger freier Träger),Jahnstr. 14 ,10967 Berlin (Friedrichshain-Kreuzberg),,,Mo 07:00-16:00,Di 07:00-16:00,Mi 07:00-16:00,Do 07:00-16:00,Fr 07:00-16:00,,,,deutsch - türkisch,30,0,0,30,10967,Berlin,Friedrichshain-Kreuzberg,52.4885241,13.4197195,"14, Jahnstraße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10967, Deutschland"
740,Kita Oranienstraße,Kita,"VAK - Verein zur Förderung ausländischer
und deutscher Kinder e.V.",(Sonstiger freier Träger),Oranienstr. 4 ,10997 Berlin (Friedrichshain-Kreuzberg),VAK-Kitas@t-online.de,www.vak-kindertagesstaetten.de,Mo 06:30-17:00,Di 06:30-17:00,Mi 06:30-17:00,Do 06:30-17:00,Fr 06:30-16:00,,,,deutsch - türkisch,93,18,16,77,10997,Berlin,Friedrichshain-Kreuzberg,52.4997026,13.4253683,"Axel Heyligenstaedt Automatenaufstellung, 4, Oranienstraße, Graefekiez, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10999 southside/10997 northside, Deutschland"
741,Ev. Kita Martin-Albertz-Haus,Kita,Ev. Kirchengemeinde Weihnacht-Haselhorst,(Diakonisches Werk),Gorgasring 12 ,13599 Berlin (Spandau),kitamah@versanet.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,,,89,2,20,69,13599,Berlin,Spandau,52.5413457,13.2424646,"12, Gorgasring, Haselhorst, Spandau, Berlin, 13599, Deutschland"
742,EKG - Kladower Damm 369,Eltern-Kind-Gruppe,Ev. Kirchengemeinde Kladow,(Diakonisches Werk),Kladower Damm 369 ,14089 Berlin (Spandau),ev.kirche-kladow.de@gmx.de,,Mo 08:00-13:00,Di 08:00-13:00,Mi 08:00-13:00,Do 08:00-13:00,Fr 08:00-13:00,,,,,15,24,0,15,14089,Berlin,Spandau,52.454152,13.1444794,"369, Kladower Damm, Kladow, Spandau, Berlin, 14089, Deutschland"
743,EKG - Schuckertdamm 336-338,Eltern-Kind-Gruppe,Ev. Kirchengemeinde Siemensstadt,(Diakonisches Werk),Schuckertdamm 336 ,13629 Berlin (Spandau),buero@ev-gemeinde-siemensstadt.de,,Mo 08:00-13:00,Di 08:00-13:00,Mi 08:00-13:00,Do 08:00-13:00,Fr 08:00-13:00,,,,,15,24,0,15,13629,Berlin,Spandau,52.5414233,13.2673986,"336, Schuckertdamm, Siemensstadt, Spandau, Berlin, 13629, Deutschland"
745,EKT - Saatwinkler Küken,Eltern-Initiativ-Kita,Saatwinkler Küken e.V.,(EKT),Saatwinkler Damm 143 ,13629 Berlin (Spandau),saatwinkler.kueken@web.de,http://saatwinkler-kueken.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,16,0,4,12,13629,Berlin,Spandau,52.547992,13.2627832,"143, Saatwinkler Damm, Siemensstadt, Spandau, Berlin, 13629, Deutschland"
746,EKT Narrenfreiheit,Eltern-Initiativ-Kita,EKT Narrenfreiheit e.V.,(EKT),Nassauische Str. 20 ,10717 Berlin (Charlottenburg-Wilmersdorf),,,Mo 08:00-16:00,Di 08:00-16:00,Mi 08:00-16:00,Do 08:00-16:00,Fr 08:00-16:00,,,,,16,0,0,16,10717,Berlin,Charlottenburg-Wilmersdorf,52.4902516,13.3261976,"20, Nassauische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10717, Deutschland"
747,Waldorf-Kindergarten Mansfelder Straße,Kita,Waldorf-Kindergarten Mansfelder Straße e.V.,(Sonstiger freier Träger),Mansfelder Str. 37 ,10709 Berlin (Charlottenburg-Wilmersdorf),wkigm@t-online.de,www.waldorfkindergarten-mansfelderstrasse.de,Mo 07:00-16:00,Di 07:00-16:00,Mi 07:00-16:00,Do 07:00-16:00,Fr 07:00-16:00,,,,Waldorf-Pädagogik,55,0,12,43,10709,Berlin,Charlottenburg-Wilmersdorf,52.490153,13.3076782,"Waldorf-Kindergarten Mansfelder Straße e.V., 37, Mansfelder Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10709, Deutschland"
750,Kita Niemöllerhaus,Kita,Ev. Kirchengemeinde Dahlem,(Diakonisches Werk),Pacelliallee 61 ,14195 Berlin (Steglitz-Zehlendorf),elisabeth.wennige@kg-dahlem.de,,Mo 7.30-14.30,Di 7.30-14.30,Mi 7.30-14.30,Do 7.30-14.30,Fr 7.30-14.30,,,,,16,24,0,16,14195,Berlin,Steglitz-Zehlendorf,52.45942055,13.2866992461,"Martin-Niemöller-Haus, 61, Pacelliallee, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland"
752,Kita Viktoria-Luise,Kita,Ev. Kirchengemeinde Zum Heilsbronnen,(Diakonisches Werk),Viktoria-Luise-Platz 1 ,10777 Berlin (Tempelhof-Schöneberg),post@heilsbronnen.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,50,0,25,25,10777,Berlin,Tempelhof-Schöneberg,52.4960603,13.3428367,"Viktoria-Luise-Platz, Schöneberg, Tempelhof-Schöneberg, Berlin, 10777, Deutschland"
753,EKT - Brei nach Neun,Eltern-Initiativ-Kita,Brei nach Neun e. V.,(EKT),Leuthener Str. 8 ,10829 Berlin (Tempelhof-Schöneberg),info@brei-nach-neun.de,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,Situationsansatz,,,,17,0,7,10,10829,Berlin,Tempelhof-Schöneberg,52.4809538,13.3627718,"8, Leuthener Straße, Rote Insel, Schöneberg, Tempelhof-Schöneberg, Berlin, 10829, Deutschland"
754,EKT Kinderhaus Friedenau,Kita,Nachbarschaftsheim Schöneberg e.V.,(Sonstiger freier Träger),Hedwigstr. 13 ,12159 Berlin (Tempelhof-Schöneberg),kita-hedwig@nbhs.de,www.kita-hedwig.nbhs.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,Situationsansatz,,Integration von Kindern mit Behinderung,,56,12,15,41,12159,Berlin,Tempelhof-Schöneberg,52.4715782,13.3381403,"13, Hedwigstraße, Friedenau, Tempelhof-Schöneberg, Berlin, 12159, Deutschland"
755,EKT - Steglitzer Kinderkreisel,Eltern-Initiativ-Kita,Steglitzer Kinderkreisel e.V.,(EKT),Drakestr. 30 ,12205 Berlin (Steglitz-Zehlendorf),,http://www.steglitzer-kinderkreisel.de,Mo 07:00-16:30,Di 07:00-16:30,Mi 07:00-16:30,Do 07:00-16:30,Fr 07:00-16:00,,,,,34,0,0,34,12205,Berlin,Steglitz-Zehlendorf,52.44203595,13.2982673046,"EKT - Steglitzer Kinderkreisel e.V., 30, Drakestraße, Lichterfelde, Steglitz-Zehlendorf, Berlin, 12205, Deutschland"
756,Kita der Ev. Kirchengem. Mariendorf -Ost,Kita,Ev. Kirchengemeinde Mariendorf-Ost,(Diakonisches Werk),Rixdorfer Str. 73 ,12109 Berlin (Tempelhof-Schöneberg),kita.ma-ost@web.de,,Mo 06:15-17:15,Di 06:15-17:15,Mi 06:15-17:15,Do 06:15-17:15,Fr 06:15-17:15,,,,,151,0,38,113,12109,Berlin,Tempelhof-Schöneberg,52.4475397,13.403333,"73, Rixdorfer Straße, Mariendorf, Tempelhof-Schöneberg, Berlin, 12109, Deutschland"
757,Kinderladen Pimpanella,Eltern-Initiativ-Kita,Kinderladen Pimpanella e.V.,(EKT),Didostr. 1 ,12109 Berlin (Tempelhof-Schöneberg),,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,16,0,0,16,12109,Berlin,Tempelhof-Schöneberg,52.4468646,13.3988515,"1, Didostraße, Mariendorf, Tempelhof-Schöneberg, Berlin, 12109, Deutschland"
760,Kita Marienfelder Chaussee,Kita,Ev. Kirchenkreis Neukölln,(Diakonisches Werk),Marienfelder Chaussee 66 ,12349 Berlin (Neukölln),halbtagskita@neu-buckow.de,,Mo 08:00-13:00,Di 08:00-13:00,Mi 08:00-13:00,Do 08:00-13:00,Fr 08:00-13:00,,,,,19,12,5,14,12349,Berlin,Neukölln,52.4182763,13.415952,"66, Marienfelder Chaussee, Buckow, Neukölln, Berlin, 12349, Deutschland"
761,Kita Hand in Hand - El Ele,Kita,Arbeiterwohlfahrt Kreisverband Südost e.V.,(Arbeiterwohlfahrt),Weisestr. 25 ,12049 Berlin (Neukölln),info-elele@awo-suedost.de,,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,Situationsansatz,,,deutsch - türkisch,45,0,1,44,12049,Berlin,Neukölln,52.4751342,13.424432,"25, Weisestraße, Schillerkiez, Neukölln, Berlin, 12049, Deutschland"
762,EKT - Naseweis,Eltern-Initiativ-Kita,NASEWEIS e.V.,(EKT),Friedelstr. 35 ,12047 Berlin (Neukölln),,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,21,0,0,21,12047,Berlin,Neukölln,52.492775,13.4278595,"icke Berlin, 35, Friedelstraße, Reuterkiez, Neukölln, Berlin, 12047, Deutschland"
