,lblKitaname,lblEinrichtungsart,lblTraegerName,lblTraegerart,lblStrasse,lblOrt,HLinkEMail,HLinkWeb,lblOeffnungMontag,lblOeffnungDienstag,lblOeffnungMittwoch,lblOeffnungDonnerstag,lblOeffnungFreitag,lblOeffnungSonnabend,lblOeffnungSonntag,lblPaedSchwerpunkte,lblPaedAnsaetze,lblMehrsprachigkeitText,lblMehrsprachigkeit,lblThemSchwerpunkte,lblBesondereAngebote,GridViewFreiPlaetze,GridViewPlatzstrukturen_Altersmischung,GridViewPlatzstrukturen_angeboten,GridViewPlatzstrukturen_frühestes Aufnahmealter in Monaten,GridViewPlatzstrukturen_unter 3 Jahre,GridViewPlatzstrukturen_über 3 Jahre,PLZ,Ort,Stadtteil,lat,lon,address_zum_vergleich_nochmal
125,EKT - Villa Kunterbund,Eltern-Initiativ-Kindertagesstätte,Kunter - Bund e.V.,(EKT),Dunckerstr. 21 ,10437 Berlin (Pankow),,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,,,,,Nein, ,27,0,0,27,10437,Berlin,Pankow,52.5439628,13.4223,"21, Dunckerstraße, Helmholtzkiez, Prenzlauer Berg, Pankow, Berlin, 10437, Deutschland"
2494,Ev. Kita am Humboldthain,Kindertagesstätte,"Ev. Kirchenkreisverband 
für Kindertageseinrichtungen Berlin Mitte-Nord
",(Sonstiger freier Träger),Gustav-Meyer-Allee 2 ,13355 Berlin (Mitte),am.humboldthain-kita@evkvbmn.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,,,,,Nein, ,70,0,0,70,13355,Berlin,Mitte,52.5445089,13.3896669,"2, Gustav-Meyer-Allee, Gesundbrunnen, Mitte, Berlin, 13355, Deutschland"
2760,Kant-Kindergarten Körnerstraße 11,Kindertagesstätte,Kant-Kindergarten gemeinnützige GmbH,(Sonstiger freier Träger),Körnerstr. 11 ,12169 Berlin (Steglitz-Zehlendorf),koernerstrasse@kant-kindergarten.de,,Mo 06:30-17:30,Di 06:30-17:30,Mi 06:30-17:30,Do 06:30-17:30,Fr 06:30-17:30,,,,,,,,,Nein, ,20,60,0,20,12169,Berlin,Steglitz-Zehlendorf,52.5446507,13.2077673,"11, Körnerstraße, Spandau, Berlin, 13585, Deutschland"
633229,EKT Mooswuffel,Eltern-Initiativ-Kindertagesstätte,Mooswuffel e.V.,(EKT),Naugarder Str. 15 ,10409 Berlin (Pankow),,,,,,,,,,,,,,,,Nein, ,23,12, , ,10409,Berlin,Pankow,52.5448876,13.4376286,"15, Naugarder Straße, Prenzlauer Berg, Pankow, Berlin, 10409, Deutschland"
90,Kita Kritzelknirpse,Kindertagesstätte,Pfefferwerk Stadtkultur gGmbH,(Sonstiger freier Träger),Lychener Str. 55 ,10437 Berlin (Pankow),kritzelknirpse@pfefferwerk.de,www.pfefferwerk.de,Mo 07:00-17:30,Di 07:00-17:30,Mi 07:00-17:30,Do 07:00-17:30,Fr 07:00-17:30,,,Ästhetische Bildung (Musik und Kunst),,,,,,Nein, ,135,2,49,86,10437,Berlin,Pankow,52.5449169,13.4187575,"55, Lychener Straße, Helmholtzkiez, Prenzlauer Berg, Pankow, Berlin, 10437, Deutschland"
210129,EKT Kindertraum,Eltern-Initiativ-Kindertagesstätte,Kila Kindertraum Prenzl'Berg e. V.,(Sonstiger freier Träger),Dunckerstr. 25 ,10437 Berlin (Pankow),,,Mo 09:00-17:00,Di 09:00-17:00,Mi 09:00-17:00,Do 09:00-17:00,Fr 09:00-17:00,,,,,,,,,Nein, ,17,0,17,0,10437,Berlin,Pankow,52.5449861,13.4232943,"25, Dunckerstraße, Helmholtzkiez, Prenzlauer Berg, Pankow, Berlin, 10437, Deutschland"
585229,Kita am Nettelbeckplatz,Kindertagesstätte,OUTLAW gemeinnützige Gesellschaft für Kinder- und Jugendhilfe mbH,(Sonstiger freier Träger),Reinickendorfer Str. 110 ,13347 Berlin (Mitte),Kita-nettelbeckplatz@outlaw-jugendhilfe.de,,,,,,,,,,,,,,,Nein, ,92,0, , ,13347,Berlin,Mitte,52.5450432,13.3692085,"110, Reinickendorfer Straße, Leopoldkiez, Wedding, Mitte, Berlin, 13347, Deutschland"
1713,Kita Blumenstr.,Kindertagesstätte,Orte für Kinder GmbH,(Sonstiger freier Träger),Blumenstr. 14 ,13585 Berlin (Spandau),blumenstrasse@ortefuerkinder.de,,,,,,,,,,,,,,,Nein, ,110,8,40,70,13585,Berlin,Spandau,52.5452962,13.1981478,"14, Blumenstraße, Spandau, Berlin, 13585, Deutschland"
2599,Kita Hoppetosse,Eltern-Initiativ-Kindertagesstätte,Hoppetosse-Berlin e.V.,(EKT),Lychener Str. 66 ,10437 Berlin (Pankow),,,,,,,,,,,,,,,,Nein, ,23,0,8,15,10437,Berlin,Pankow,52.545344,13.4197356,"66, Lychener Straße, Helmholtzkiez, Prenzlauer Berg, Pankow, Berlin, 10437, Deutschland"
874,EKT Spreebande,Eltern-Initiativ-Kindertagesstätte,Die Spreebande e.V.,(EKT),Falkenhagener Str. 10 ,13585 Berlin (Spandau),,,,,,,,,,,,,,,,Nein, ,17,0,0,17,13585,Berlin,Spandau,52.5454072,13.2022153,"10, Falkenhagener Straße, Spandau, Berlin, 13585, Deutschland"
358129,Folli Folletti,Eltern-Initiativ-Kindertagesstätte,Folli Folletti e.V.,(EKT),Cantianstr. 15 ,10437 Berlin (Pankow),,,Mo 08:15-17:15,Di 08:15-17:15,Mi 08:15-17:15,Do 08:15-17:15,Fr 08:15-17:15,,,bilingual (deutsch-italienisch),,,,,,Nein, ,20,12,0,20,10437,Berlin,Pankow,52.5458786,13.410496,"15, Cantianstraße, Gleimviertel, Prenzlauer Berg, Pankow, Berlin, 10437, Deutschland"
499229,Kita Alte Hellersdorfer Straße,Kindertagesstätte,Kinderhaus Berlin - Mark Brandenburg e. V.,(Sonstiger freier Träger),Alte Hellersdorfer Str. 134 ,12629 Berlin (Marzahn-Hellersdorf),kita.migelito@kinderhaus-b-b.de,,Mo 06:30-17:30,Di 06:30-17:30,Mi 06:30-17:30,Do 06:30-17:30,Fr 06:30-17:30,,,,,,,,,Nein, ,45,12,15,30,12629,Berlin,Marzahn-Hellersdorf,52.5459451,13.5936275,"134, Alte Hellersdorfer Straße, Hellersdorf, Marzahn-Hellersdorf, Berlin, 12629, Deutschland"
584229,Kita Marzahner Straße,Kindertagesstätte,Bildung Bewegt e. V.,(Sonstiger freier Träger),Marzahner Str. 14 ,13053 Berlin (Lichtenberg),,,,,,,,,,,,Mehrsprachigkeit,deutsch - spanisch,,,Nein, ,50,0, , ,13053,Berlin,Lichtenberg,52.5459863,13.5120933,"14, Marzahner Straße, Alt-Hohenschönhausen, Lichtenberg, Berlin, 13053, Deutschland"
476,Kita Kinderhaus Katz und Maus/Kigä NordOst,Kindertagesstätte,Kindergärten NordOst,(Eigenbetrieb),Basdorfer Str. 2 -4,12679 Berlin (Marzahn-Hellersdorf),kindergarten.basdorfer-strasse@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,,,,,Nein, ,190,0,57,133,12679,Berlin,Marzahn-Hellersdorf,52.5461943,13.5456041,"Basdorfer Straße, Marzahn, Marzahn-Hellersdorf, Berlin, 12679, Deutschland"
1748,Kita der Ev. Kirchengem. Am Falkenhagener Feld u.Am Germesheimer Platz,Kindertagesstätte,Ev. Jeremia Kirchengemeinde,(Diakonisches Werk),Henri-Dunant-Platz 5 ,13583 Berlin (Spandau),kita@ev-jeremia-gemeinde.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,,,,,Nein, ,65,12,14,51,13583,Berlin,Spandau,52.54626425,13.1776437836,"Henri-Dunant-Platz, Falkenhagener Feld, Spandau, Berlin, 13583, Deutschland"
2824,EKT - Kleine Riesen - Große Zwerge,Eltern-Initiativ-Kindertagesstätte,Kleine Riesen - Große Zwerge e.V.,(EKT),Borodinstr. 11 ,13088 Berlin (Pankow),kl.riesen-gr.zwerge@gmx.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,Ästhetische Bildung (Musik und Kunst),,,,,,Nein, ,13,0,7,6,13088,Berlin,Pankow,52.5463851,13.452643,"11, Borodinstraße, Komponistenviertel, Weißensee, Pankow, Berlin, 13088, Deutschland"
1930,EKT Grashüpfer,Eltern-Initiativ-Kindertagesstätte,Grashüpfer e. V.,(EKT),Gaudystr. 9 ,10437 Berlin (Pankow),,,,,,,,,,"Ästhetische Bildung (Musik und Kunst), Integration von Kindern mit Behinderung, Körper und Bewegung, Natur-und Umweltpädagogik",,,,,,Nein, ,17,0,5,12,10437,Berlin,Pankow,52.5464466,13.4103924,"9, Gaudystraße, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10437, Deutschland"
2379,EKT Krümelbande,Eltern-Initiativ-Kindertagesstätte,Eltern-Initiativ-Kindertagesstätte Krümelbande e. V.,(EKT),Lütticher Str. 5 ,13353 Berlin (Mitte),,,,,,,,,,,,,,,,Nein, ,13,0,0,13,13353,Berlin,Mitte,52.5465621,13.3476372,"5, Lütticher Straße, Brüsseler Kiez, Wedding, Mitte, Berlin, 13353, Deutschland"
807,Integrationskita Prenzl.Berg Pustekuchen,Eltern-Initiativ-Kindertagesstätte,"Integrationskindertagesstätte 
Prenzlauer Berg ""Pustekuchen"" e. V.",(EKT),Sonnenburger Str. 57 ,10437 Berlin (Pankow),,,,,,,,,,,,,,,,Nein, ,21,0,0,21,10437,Berlin,Pankow,52.5465628,13.4071228,"57, Sonnenburger Straße, Gleimviertel, Prenzlauer Berg, Pankow, Berlin, 10437, Deutschland"
573329,KiLa Jagowspatzen,Kindertagesstätte,Frecher Spatz e.V.,(EKT),Jagowstr. 10 - 11,10555 Berlin (Mitte),,,,,,,,,,,,,,,,Nein, ,60,0, , ,10555,Berlin,Mitte,52.5469939,13.2066533,"Jagowstraße, Spandau, Berlin, 13585, Deutschland"
1724,Kita Lünette 20/Kitas Nordwest,Kindertagesstätte,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Lünette 20 ,13599 Berlin (Spandau),luenette@kita-nordwest.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,,,,,,,Nein, ,152,2,36,116,13599,Berlin,Spandau,52.5470983,13.2320856,"20, Lünette, Haselhorst, Spandau, Berlin, 13599, Deutschland"
538,Kita Kinder in Bewegung (KiB),Kindertagesstätte,"Kinder in Bewegung gGmbH
Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports",(Sonstiger freier Träger),Brauereihof 1 ,13585 Berlin (Spandau),mail@kita-brauereihof.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Körper und Bewegung,,,,,,Nein, ,100,11,30,70,13585,Berlin,Spandau,52.5472065,13.2096781,"1, Brauereihof, Hakenfelde, Spandau, Berlin, 13585, Deutschland"
2176,Kita Heckelberger Ring   1/3/Kigä NordOst,Kindertagesstätte,Kindergärten NordOst,(Eigenbetrieb),Heckelberger Ring 1 ,13055 Berlin (Lichtenberg),kindergarten.heckelberger-ring@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Natur-und Umweltpädagogik,,,,,,Nein, ,90,0,29,61,13055,Berlin,Lichtenberg,52.5472383,13.5052666,"1, Heckelberger Ring, Alt-Hohenschönhausen, Lichtenberg, Berlin, 13055, Deutschland"
392129,Kita Lasiuszeile,Kindertagesstätte,Juwo - Kita gGmbH,(Sonstiger freier Träger),Lasiuszeile 6 ,13585 Berlin (Spandau),kitalasiuszeile@jugendwohnen-berlin.de,www.jugendwohnen-berlin.de/kita-lasiuszeile.0.html,,,,,,,,,,,,,,Nein, ,87,2,33,54,13585,Berlin,Spandau,52.547244,13.2035502,"6, Lasiuszeile, Spandau, Berlin, 13585, Deutschland"
580229,Kinderladen Zauberhaus,Kindertagesstätte,"Kinderladen Zauberhaus UG 
(haftungsbeschränkt)",(Sonstiger freier Träger),Reinickendorfer Str. 30 ,13347 Berlin (Mitte),Zauberhaus_ug@hotmail.de,,,,,,,,,,,,,,,Ja, ,22,0, , ,13347,Berlin,Mitte,52.5472768,13.3694913,"30, Reinickendorfer Straße, Leopoldkiez, Wedding, Mitte, Berlin, 13347, Deutschland"
130,Kita Gleimstrolche,Kindertagesstätte,KVPB Kindertagesstätten gGmbH,(Sonstiger freier Träger),Gleimstr. 46 ,10437 Berlin (Pankow),,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Ästhetische Bildung (Musik und Kunst),,,,,,Nein, ,220,0,65,155,10437,Berlin,Pankow,52.5473655,13.4063755,"46, Gleimstraße, Gleimviertel, Prenzlauer Berg, Pankow, Berlin, 10437, Deutschland"
339,EKT - Dreiecke und Kreise,Eltern-Initiativ-Kindertagesstätte,Kinderladen Dreiecke & Kreise e. V.,(EKT),Jagowstr. 16A ,13585 Berlin (Spandau),kinderladen.dreiecke.u.kreise.e.v@arcor.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,,,,,Nein, ,24,0,3,21,13585,Berlin,Spandau,52.5473756,13.2051383,"16A, Jagowstraße, Spandau, Berlin, 13585, Deutschland"
552329,Kita Edgar Berlin,Kindertagesstätte,Edgar Berlin gGmbH,(Sonstiger freier Träger),Korsörer Str. 19 ,10437 Berlin (Pankow),,,,,,,,,,,,,,,,Nein, ,20,0, , ,10437,Berlin,Pankow,52.5476001,13.4030168,"19, Korsörer Straße, Gleimviertel, Prenzlauer Berg, Pankow, Berlin, 10437, Deutschland"
643229,Kita Kleiner Fratz,Kindertagesstätte,Kleiner Fratz GmbH,(Sonstiger freier Träger),Prinz-Eugen-Str. 8 ,13347 Berlin (Mitte),matthias.kullick@kleiner-fratz-berlin.de,,,,,,,,,,,,,,,Nein, ,35,0, , ,13347,Berlin,Mitte,52.5477168,13.3650536,"8, Prinz-Eugen-Straße, Leopoldkiez, Wedding, Mitte, Berlin, 13347, Deutschland"
2361,Ev. Kita Nazareth,Kindertagesstätte,"Ev. Kirchenkreisverband 
für Kindertageseinrichtungen Berlin Mitte-Nord
",(Sonstiger freier Träger),Nazarethkirchstr. 50 ,13347 Berlin (Mitte),,,Mo 06:00-16:30,Di 06:00-16:30,Mi 06:00-16:30,Do 06:00-16:30,Fr 06:00-16:30,,,,,,,,,Nein, ,45,0,0,45,13347,Berlin,Mitte,52.5478556,13.3592048,"50, Nazarethkirchstraße, Leopoldkiez, Wedding, Mitte, Berlin, 13347, Deutschland"
745,EKT - Saatwinkler Küken,Eltern-Initiativ-Kindertagesstätte,Saatwinkler Küken e.V.,(EKT),Saatwinkler Damm 143 ,13629 Berlin (Spandau),saatwinkler.kueken@web.de,http://saatwinkler-kueken.de,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,,,,,Nein, ,16,0,4,12,13629,Berlin,Spandau,52.547992,13.2627832,"143, Saatwinkler Damm, Siemensstadt, Spandau, Berlin, 13629, Deutschland"
106129,Freche Fledermäuse,Kindertagesstätte,Familien-Fenster e. V.,(Sonstiger freier Träger),Wichertstr. 57 ,10439 Berlin (Pankow),info@freche-fledermaeuse.de,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,Ästhetische Bildung (Musik und Kunst),,,,,,Nein, ,22,12,14,8,10439,Berlin,Pankow,52.548073,13.422762,"Zaika, 57, Wichertstraße, Kollwitzkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland"
2063,Kita Lindenallee 48/Kigä NordOst,Kindertagesstätte,Kindergärten NordOst,(Eigenbetrieb),Lindenallee 48 ,13088 Berlin (Pankow),kindergarten.lindenallee@kigaeno.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Körper und Bewegung,,,,,,Nein, ,70,12,20,50,13088,Berlin,Pankow,52.5481229,13.463146,"48, Lindenallee, Komponistenviertel, Weißensee, Pankow, Berlin, 13088, Deutschland"
2820,Kita Nazarethkirchstraße,Kindertagesstätte,KITA Nazar gemeinnützige GmbH,(Sonstiger freier Träger),Nazarethkirchstr. 49 ,13347 Berlin (Mitte),,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,,,,,Nein, ,45,0,0,45,13347,Berlin,Mitte,52.548199,13.3598326,"49, Nazarethkirchstraße, Leopoldkiez, Wedding, Mitte, Berlin, 13347, Deutschland"
2759,Kita Im Komponistenviertel,Kindertagesstätte,Jugendwerk Aufbau Ost JAO gGmbH,(Sonstiger freier Träger),Meyerbeerstr. 96 ,13088 Berlin (Pankow),kita-im-komponistenviertel@jao-berlin.de,www.jao-berlin.de,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Körper und Bewegung,,,,,,Nein, ,135,12,42,93,13088,Berlin,Pankow,52.5484757,13.4624178,"96, Meyerbeerstraße, Komponistenviertel, Weißensee, Pankow, Berlin, 13088, Deutschland"
2362,Ev. Kinderhaus Kapernaum,Kindertagesstätte,"Ev. Kirchenkreisverband 
für Kindertageseinrichtungen Berlin Mitte-Nord
",(Sonstiger freier Träger),Seestr. 35 ,13353 Berlin (Mitte),kinderhaus-kapernaum@evkvbmn.de,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,,,,,Nein, ,60,0,0,60,13353,Berlin,Mitte,52.5485121,13.3495103022,"Evangelische Kirche Kapernaum, 35, Seestraße, Brüsseler Kiez, Wedding, Mitte, Berlin, 13353, Deutschland"
2387,EKT - Kinderhütte Wiesenstraße,Eltern-Initiativ-Kindertagesstätte,Kinderhütte Wiesenstraße e. V.,(EKT),Wiesenstr. 28 ,13357 Berlin (Mitte),,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,,,,,Nein, ,20,0,0,20,13357,Berlin,Mitte,52.5487807,13.3717816,"28, Wiesenstraße, Gesundbrunnen, Mitte, Berlin, 13357, Deutschland"
2749,EKT Josephine,Eltern-Initiativ-Kindertagesstätte,EKT Josephiné e. V.,(EKT),Kopenhagener Str. 65 ,10437 Berlin (Pankow),info@ekt-josephine.de,,Mo 08:00-17:00,Di 08:00-17:00,Mi 08:00-17:00,Do 08:00-17:00,Fr 08:00-17:00,,,,,,,,,Nein, ,26,12,10,16,10437,Berlin,Pankow,52.5488284,13.4084438,"65, Kopenhagener Straße, Gleimviertel, Prenzlauer Berg, Pankow, Berlin, 10437, Deutschland"
2336,Kita Afrikanische Straße,Kindertagesstätte,Kinder im Kiez gGmbH,(Sonstiger freier Träger),Afrikanische Str. 28 ,13351 Berlin (Mitte),afrikanischestrasse@kinder-im-kiez.de,www.kinder-im-kiez.de,Mo 06:00-17:00,Di 06:00-17:00,Mi 06:00-17:00,Do 06:00-17:00,Fr 06:00-17:00,,,musikalisch/künstlerische Früherziehung,,,,,,Nein, ,126,6,33,93,13351,Berlin,Mitte,52.5489122,13.342032,"28, Afrikanische Straße, Afrikanisches Viertel, Wedding, Mitte, Berlin, 13351, Deutschland"
1102,DIE KITA der Ev.-Paul-Gerhard-Kgm.,Kindertagesstätte,Ev. Kirchengemeinde Paul-Gerhardt,(Diakonisches Werk),Im Spektefeld 26 ,13589 Berlin (Spandau),kita@paulgerhardtgemeinde.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,,,,,,,Ja, ,30,12,12,18,13589,Berlin,Spandau,52.5490198,13.1576144,"26, Im Spektefeld, Falkenhagener Feld, Spandau, Berlin, 13589, Deutschland"
1749,Kita der Kath. Kirchengem. St. Markus,Kindertagesstätte,Kath. Kirchengemeinde St. Markus,(Deutscher Caritasverband),Am Kiesteich 50 ,13589 Berlin (Spandau),KitaSt.Markus@t-online.de,,,,,,,,,,,,,,,Nein, ,60,2,15,45,13589,Berlin,Spandau,52.5492143,13.1639966,"50, Am Kiesteich, Falkenhagener Feld, Spandau, Berlin, 13589, Deutschland"
1232,Kita Gänseblümchen,Kindertagesstätte,Forum Soziale Dienste GmbH,(Sonstiger freier Träger),Hedwigstr. 6 ,13086 Berlin (Pankow),kita.gaensebluemchen@forum-soziale-dienste.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,,,,,,,Nein, ,80,0,53,27,13086,Berlin,Pankow,52.5493136,13.2035712,"6, Hedwigstraße, Spandau, Berlin, 13585, Deutschland"
575229,Kita Kleiner Fratz,Kindertagesstätte,Kleiner Fratz GmbH,(Sonstiger freier Träger),Langhansstr. 142 ,13086 Berlin (Pankow),,,,,,,,,,,,,,,,Nein, ,25,0, , ,13086,Berlin,Pankow,52.5494031,13.4476052,"142, Langhansstraße, Holländerviertel, Weißensee, Pankow, Berlin, 13086, Deutschland"
113129,Kita kribbel krabbel,Kindertagesstätte,kribbel krabbel e.V.,(Sonstiger freier Träger),Dänenstr. 4 ,10439 Berlin (Pankow),,,,,,,,,,,,,,,,Nein, ,14,0,0,14,10439,Berlin,Pankow,52.5498589,13.4121249,"4, Dänenstraße, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland"
257,Kita Germersheimer Weg 93/Kitas Nordwest,Kindertagesstätte,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,(Eigenbetrieb),Germersheimer Weg 93 ,13583 Berlin (Spandau),germersheimerweg@kita-nordwest.de,,Mo 06:00-17:30,Di 06:00-17:30,Mi 06:00-17:30,Do 06:00-17:30,Fr 06:00-17:30,,,"Gesundheit, Naturwissenschaftliche Grunderfahrungen",,,,,,Nein, ,80,12,30,50,13583,Berlin,Spandau,52.5498676,13.1869202,"93, Germersheimer Weg, Falkenhagener Feld, Spandau, Berlin, 13583, Deutschland"
61,Kita Gerne Groß/Kigä NordOst,Kindertagesstätte,Kindergärten NordOst,(Eigenbetrieb),Dänenstr. 22 ,10439 Berlin (Pankow),kindergarten.daenenstrasse@kigaeno.de,,Mo 06:30-17:30,Di 06:30-17:30,Mi 06:30-17:30,Do 06:30-17:30,Fr 06:30-17:30,,,,,,,,,Nein, ,60,0,25,35,10439,Berlin,Pankow,52.5498924,13.4050458,"22, Dänenstraße, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland"
634279,Kita Kardelen,Kindertagesstätte,Kardelen UG (haftungsbeschränkt),(Sonstiger freier Träger),Lüderitzstr. 3 ,13351 Berlin (Mitte),kagan.eksik@gmail.com,,,,,,,,,,,,,,,Nein, ,0,12,0,0,13351,Berlin,Mitte,52.5499155,13.3493749,"3, Lüderitzstraße, Brüsseler Kiez, Wedding, Mitte, Berlin, 13351, Deutschland"
732,Groni-Weddinger Kinder- u.Jugendzentrum - Malplaquet 37,Eltern-Initiativ-Kindertagesstätte,Weddinger Kinder- und Jugendzentrum e.V.,(EKT),Malplaquetstr. 37 ,13347 Berlin (Mitte),gronikinder@hotmail.com,,Mo 07:00-17:00,Di 07:00-17:00,Mi 07:00-17:00,Do 07:00-17:00,Fr 07:00-17:00,,,,,,,,,Nein, ,16,36,0,16,13347,Berlin,Mitte,52.5501404,13.3603323,"37, Malplaquetstraße, Leopoldkiez, Wedding, Mitte, Berlin, 13347, Deutschland"
117,Kath. Kita St. Augustinus/Kath.Kirchengem. Heilige Familie,Kindertagesstätte,Kath. Kirchengemeinde Heilige Familie,(Deutscher Caritasverband),Dänenstr. 17 - 18,10439 Berlin (Pankow),kita-st.augustinus@gmx.de,www.kita-augustinus.de,Mo 06:30-17:00,Di 06:30-17:00,Mi 06:30-17:00,Do 06:30-17:00,Fr 06:30-17:00,,,Religionspädagogik,,,,,,Nein, ,45,12,10,35,10439,Berlin,Pankow,52.5501863,13.4068066,"St. Augustinus Kirche, 17/18, Dänenstraße, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland"
958,Groni-Weddinger Kinder- u.Jugendzentrum,Eltern-Initiativ-Kindertagesstätte,Weddinger Kinder- und Jugendzentrum e.V.,(EKT),Malplaquetstr. 10 ,13347 Berlin (Mitte),gronikinder@hotmail.com,,Mo 07:00-17:30,Di 07:00-17:30,Mi 07:00-17:30,Do 07:00-17:30,Fr 07:00-17:30,,,,,,,,,Nein, ,14,24,5,9,13347,Berlin,Mitte,52.5502269,13.3606534,"10, Malplaquetstraße, Leopoldkiez, Wedding, Mitte, Berlin, 13347, Deutschland"
769,Kita Dreieinigkeit,Kindertagesstätte,Ev. Kirchengemeinde Siemensstadt,(Diakonisches Werk),An der Mäckeritzbrücke 4 ,13629 Berlin (Reinickendorf),kita-dreieinigkeit@ev-gemeinde-siemensstadt.de,,Mo 07:30-16:30,Di 07:30-16:30,Mi 07:30-16:30,Do 07:30-16:30,Fr 07:30-16:30,,,Integration von Kindern mit Behinderung,,,,,,Nein, ,15,12,0,15,13629,Berlin,Reinickendorf,52.5505297,13.2697528644,"4, An der Mäckeritzbrücke, Siemenssiedling am Hohenzollernkanal III, Tegel, Reinickendorf, Berlin, 13629, Deutschland"
964,Groni-Weddinger Kinder- u.Jugendzentrum,Eltern-Initiativ-Kindertagesstätte,Weddinger Kinder- und Jugendzentrum e.V.,(EKT),Amsterdamer Str. 19B ,13347 Berlin (Mitte),gronikinder@hotmail.com,,Mo 07:00-17:30,Di 07:00-17:30,Mi 07:00-17:30,Do 07:00-17:30,Fr 07:00-17:30,,,,,,,,,Nein, ,12,18,3,9,13347,Berlin,Mitte,52.550546,13.3555959,"19b, Amsterdamer Straße, Brüsseler Kiez, Wedding, Mitte, Berlin, 13347, Deutschland"
1157,Kita der Ev. Kirchengem. Zuflucht / Spandauer Spatzen,Kindertagesstätte,Ev. Kirchengemeinde Zuflucht,(Diakonisches Werk),Westerwaldstr. 16 ,13589 Berlin (Spandau),spandauer_spatzen@yahoo.de,,Mo 08:00-15:30,Di 08:00-15:30,Mi 08:00-15:30,Do 08:00-15:30,Fr 08:00-15:30,,,Integration von Kindern mit Behinderung,,,,,,Nein, ,30,24,0,30,13589,Berlin,Spandau,52.5506847,13.1781789,"16/18, Westerwaldstraße, Falkenhagener Feld, Spandau, Berlin, 13589, Deutschland"
100066,Kita Ghislan,Kindertagesstätte,Ghislan e.V.,(Sonstiger freier Träger),Bastianstr. 21 ,13357 Berlin (Mitte),,,,,,,,,,,,,,,,Nein, ,10,18,0,10,13357,Berlin,Mitte,52.5508375,13.3813005,"21, Bastianstraße, Gesundbrunnen, Mitte, Berlin, 13357, Deutschland"
2825,Kita Charlottes Spatzenkinder,Kindertagesstätte,Jugend- und Sozialwerk gGmbH,(Sonstiger freier Träger),Charlottenburger Str. 7 ,13086 Berlin (Pankow),spatzenkinder-bln@jus.de,,Mo 06:00-18:00,Di 06:00-18:00,Mi 06:00-18:00,Do 06:00-18:00,Fr 06:00-18:00,,,Gesundheit,,,,,,Nein, ,100,0,40,60,13086,Berlin,Pankow,52.5510863,13.4515924,"7, Charlottenburger Straße, Holländerviertel, Weißensee, Pankow, Berlin, 13086, Deutschland"
